instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,hour_of_day,season_name,weather_condition,casual_pct,registered_pct,usage_level,user_cluster,weather_group,behavior_cluster,demand_level,rush_category,TimeCluster
1,2011-01-01,1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0.0,3,13,16,2011,1,1,Saturday,0,Spring,Cerah,18.75,81.25,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11681,2012-05-06,2,1,5,21,0,0,0,1,0.56,0.5303,0.73,0.194,55,148,203,2012,5,6,Sunday,21,Summer,Cerah,27.093596059113302,72.9064039408867,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11682,2012-05-06,2,1,5,22,0,0,0,1,0.56,0.5303,0.73,0.1642,44,113,157,2012,5,6,Sunday,22,Summer,Cerah,28.02547770700637,71.97452229299363,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11683,2012-05-06,2,1,5,23,0,0,0,1,0.52,0.5,0.77,0.194,22,80,102,2012,5,6,Sunday,23,Summer,Cerah,21.568627450980394,78.43137254901961,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11684,2012-05-07,2,1,5,0,0,1,1,2,0.52,0.5,0.77,0.1343,13,21,34,2012,5,7,Monday,0,Summer,Berawan,38.23529411764706,61.76470588235294,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11685,2012-05-07,2,1,5,1,0,1,1,2,0.52,0.5,0.77,0.194,1,8,9,2012,5,7,Monday,1,Summer,Berawan,11.11111111111111,88.88888888888889,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11686,2012-05-07,2,1,5,2,0,1,1,1,0.5,0.4848,0.77,0.194,1,5,6,2012,5,7,Monday,2,Summer,Cerah,16.666666666666664,83.33333333333334,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11687,2012-05-07,2,1,5,3,0,1,1,1,0.5,0.4848,0.77,0.194,2,3,5,2012,5,7,Monday,3,Summer,Cerah,40.0,60.0,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
11688,2012-05-07,2,1,5,4,0,1,1,2,0.46,0.4545,0.88,0.1343,0,2,2,2012,5,7,Monday,4,Summer,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11689,2012-05-07,2,1,5,5,0,1,1,1,0.46,0.4545,0.88,0.1045,2,21,23,2012,5,7,Monday,5,Summer,Cerah,8.695652173913043,91.30434782608695,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11690,2012-05-07,2,1,5,6,0,1,1,1,0.46,0.4545,0.88,0.1045,8,134,142,2012,5,7,Monday,6,Summer,Cerah,5.633802816901409,94.36619718309859,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11691,2012-05-07,2,1,5,7,0,1,1,2,0.48,0.4697,0.82,0.1045,18,367,385,2012,5,7,Monday,7,Summer,Berawan,4.675324675324675,95.32467532467533,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11692,2012-05-07,2,1,5,8,0,1,1,2,0.5,0.4848,0.82,0.194,31,608,639,2012,5,7,Monday,8,Summer,Berawan,4.851330203442879,95.14866979655712,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11693,2012-05-07,2,1,5,9,0,1,1,2,0.5,0.4848,0.82,0.2239,61,289,350,2012,5,7,Monday,9,Summer,Berawan,17.42857142857143,82.57142857142857,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11694,2012-05-07,2,1,5,10,0,1,1,2,0.52,0.5,0.77,0.194,62,128,190,2012,5,7,Monday,10,Summer,Berawan,32.631578947368425,67.36842105263158,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11695,2012-05-07,2,1,5,11,0,1,1,2,0.54,0.5152,0.73,0.194,64,149,213,2012,5,7,Monday,11,Summer,Berawan,30.046948356807512,69.95305164319248,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11696,2012-05-07,2,1,5,12,0,1,1,2,0.56,0.5303,0.68,0.2239,74,189,263,2012,5,7,Monday,12,Summer,Berawan,28.13688212927757,71.86311787072243,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11697,2012-05-07,2,1,5,13,0,1,1,2,0.6,0.6212,0.53,0.3284,75,197,272,2012,5,7,Monday,13,Summer,Berawan,27.573529411764707,72.42647058823529,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11698,2012-05-07,2,1,5,14,0,1,1,2,0.62,0.6212,0.5,0.3582,59,180,239,2012,5,7,Monday,14,Summer,Berawan,24.686192468619247,75.31380753138075,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11699,2012-05-07,2,1,5,15,0,1,1,2,0.62,0.6212,0.53,0.2985,76,186,262,2012,5,7,Monday,15,Summer,Berawan,29.00763358778626,70.99236641221374,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11700,2012-05-07,2,1,5,16,0,1,1,2,0.6,0.6212,0.53,0.3881,68,320,388,2012,5,7,Monday,16,Summer,Berawan,17.525773195876287,82.4742268041237,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11703,2012-05-07,2,1,5,19,0,1,1,1,0.58,0.5455,0.56,0.3284,83,463,546,2012,5,7,Monday,19,Summer,Cerah,15.2014652014652,84.7985347985348,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11704,2012-05-07,2,1,5,20,0,1,1,1,0.54,0.5152,0.52,0.2836,46,277,323,2012,5,7,Monday,20,Summer,Cerah,14.241486068111456,85.75851393188854,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11705,2012-05-07,2,1,5,21,0,1,1,2,0.54,0.5152,0.45,0.2239,37,210,247,2012,5,7,Monday,21,Summer,Berawan,14.979757085020243,85.02024291497976,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11706,2012-05-07,2,1,5,22,0,1,1,2,0.54,0.5152,0.45,0.2537,26,147,173,2012,5,7,Monday,22,Summer,Berawan,15.028901734104046,84.97109826589595,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11707,2012-05-07,2,1,5,23,0,1,1,2,0.54,0.5152,0.45,0.194,21,92,113,2012,5,7,Monday,23,Summer,Berawan,18.58407079646018,81.41592920353983,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11708,2012-05-08,2,1,5,0,0,2,1,2,0.52,0.5,0.52,0.2537,10,28,38,2012,5,8,Tuesday,0,Summer,Berawan,26.31578947368421,73.68421052631578,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11709,2012-05-08,2,1,5,1,0,2,1,2,0.52,0.5,0.59,0.2239,6,3,9,2012,5,8,Tuesday,1,Summer,Berawan,66.66666666666666,33.33333333333333,Low,Casual Dominant,Good Weather,Low | Casual Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11710,2012-05-08,2,1,5,2,0,2,1,2,0.52,0.5,0.63,0.2985,9,7,16,2012,5,8,Tuesday,2,Summer,Berawan,56.25,43.75,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
11711,2012-05-08,2,1,5,3,0,2,1,2,0.52,0.5,0.68,0.2836,2,4,6,2012,5,8,Tuesday,3,Summer,Berawan,33.33333333333333,66.66666666666666,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11712,2012-05-08,2,1,5,4,0,2,1,2,0.52,0.5,0.68,0.3284,0,5,5,2012,5,8,Tuesday,4,Summer,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11713,2012-05-08,2,1,5,5,0,2,1,2,0.52,0.5,0.72,0.2836,0,20,20,2012,5,8,Tuesday,5,Summer,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11714,2012-05-08,2,1,5,6,0,2,1,1,0.5,0.4848,0.77,0.2985,7,158,165,2012,5,8,Tuesday,6,Summer,Cerah,4.242424242424243,95.75757575757575,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11715,2012-05-08,2,1,5,7,0,2,1,1,0.52,0.5,0.72,0.2836,21,442,463,2012,5,8,Tuesday,7,Summer,Cerah,4.535637149028078,95.46436285097192,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11716,2012-05-08,2,1,5,8,0,2,1,2,0.54,0.5152,0.73,0.2985,36,605,641,2012,5,8,Tuesday,8,Summer,Berawan,5.61622464898596,94.38377535101404,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11717,2012-05-08,2,1,5,9,0,2,1,2,0.56,0.5303,0.68,0.3582,37,258,295,2012,5,8,Tuesday,9,Summer,Berawan,12.54237288135593,87.45762711864407,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11718,2012-05-08,2,1,5,10,0,2,1,2,0.58,0.5455,0.68,0.4179,46,111,157,2012,5,8,Tuesday,10,Summer,Berawan,29.29936305732484,70.70063694267516,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11719,2012-05-08,2,1,5,11,0,2,1,2,0.6,0.6061,0.64,0.3881,60,157,217,2012,5,8,Tuesday,11,Summer,Berawan,27.64976958525346,72.35023041474655,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11720,2012-05-08,2,1,5,12,0,2,1,2,0.62,0.6061,0.65,0.3284,60,203,263,2012,5,8,Tuesday,12,Summer,Berawan,22.813688212927758,77.18631178707224,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11721,2012-05-08,2,1,5,13,0,2,1,3,0.64,0.6061,0.65,0.2537,53,166,219,2012,5,8,Tuesday,13,Summer,Hujan Ringan,24.200913242009133,75.79908675799086,High,Registered Dominant,Bad Weather,High | Registered Dominant | Bad Weather,High,Non-Rush Hour,Leisure Time
11722,2012-05-08,2,1,5,14,0,2,1,3,0.62,0.6061,0.69,0.3284,8,63,71,2012,5,8,Tuesday,14,Summer,Hujan Ringan,11.267605633802818,88.73239436619718,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Leisure Time
11723,2012-05-08,2,1,5,15,0,2,1,3,0.62,0.5909,0.73,0.2537,40,94,134,2012,5,8,Tuesday,15,Summer,Hujan Ringan,29.850746268656714,70.1492537313433,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Leisure Time
11724,2012-05-08,2,1,5,16,0,2,1,3,0.64,0.6061,0.73,0.2239,54,335,389,2012,5,8,Tuesday,16,Summer,Hujan Ringan,13.881748071979436,86.11825192802056,High,Registered Dominant,Bad Weather,High | Registered Dominant | Bad Weather,High,Non-Rush Hour,Leisure Time
11727,2012-05-08,2,1,5,19,0,2,1,2,0.64,0.6061,0.69,0.2836,59,399,458,2012,5,8,Tuesday,19,Summer,Berawan,12.882096069868995,87.117903930131,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11728,2012-05-08,2,1,5,20,0,2,1,2,0.64,0.6061,0.69,0.2836,40,262,302,2012,5,8,Tuesday,20,Summer,Berawan,13.245033112582782,86.75496688741721,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11729,2012-05-08,2,1,5,21,0,2,1,2,0.64,0.6061,0.65,0.2836,21,202,223,2012,5,8,Tuesday,21,Summer,Berawan,9.417040358744394,90.5829596412556,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
11730,2012-05-08,2,1,5,22,0,2,1,3,0.6,0.5758,0.78,0.2537,13,134,147,2012,5,8,Tuesday,22,Summer,Hujan Ringan,8.843537414965986,91.15646258503402,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Off Time
11731,2012-05-08,2,1,5,23,0,2,1,3,0.6,0.5758,0.78,0.3284,10,53,63,2012,5,8,Tuesday,23,Summer,Hujan Ringan,15.873015873015872,84.12698412698413,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11732,2012-05-09,2,1,5,0,0,3,1,2,0.58,0.5455,0.83,0.194,8,27,35,2012,5,9,Wednesday,0,Summer,Berawan,22.857142857142858,77.14285714285715,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11733,2012-05-09,2,1,5,1,0,3,1,2,0.6,0.5758,0.78,0.2537,3,11,14,2012,5,9,Wednesday,1,Summer,Berawan,21.428571428571427,78.57142857142857,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11734,2012-05-09,2,1,5,2,0,3,1,3,0.56,0.5303,0.88,0.4478,0,1,1,2012,5,9,Wednesday,2,Summer,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11735,2012-05-09,2,1,5,3,0,3,1,3,0.56,0.5303,0.88,0.1642,0,2,2,2012,5,9,Wednesday,3,Summer,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11736,2012-05-09,2,1,5,4,0,3,1,3,0.56,0.5303,0.88,0.2239,0,5,5,2012,5,9,Wednesday,4,Summer,Hujan Ringan,0.0,100.0,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11737,2012-05-09,2,1,5,5,0,3,1,2,0.56,0.5303,0.88,0.1343,1,27,28,2012,5,9,Wednesday,5,Summer,Berawan,3.571428571428571,96.42857142857143,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11738,2012-05-09,2,1,5,6,0,3,1,2,0.56,0.5303,0.88,0.1045,5,121,126,2012,5,9,Wednesday,6,Summer,Berawan,3.968253968253968,96.03174603174604,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11739,2012-05-09,2,1,5,7,0,3,1,2,0.56,0.5303,0.94,0.194,17,401,418,2012,5,9,Wednesday,7,Summer,Berawan,4.0669856459330145,95.93301435406698,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11740,2012-05-09,2,1,5,8,0,3,1,2,0.6,0.5606,0.83,0.1343,28,594,622,2012,5,9,Wednesday,8,Summer,Berawan,4.501607717041801,95.4983922829582,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11741,2012-05-09,2,1,5,9,0,3,1,2,0.6,0.5606,0.83,0.0,40,285,325,2012,5,9,Wednesday,9,Summer,Berawan,12.307692307692308,87.6923076923077,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11742,2012-05-09,2,1,5,10,0,3,1,2,0.62,0.6061,0.65,0.2537,40,113,153,2012,5,9,Wednesday,10,Summer,Berawan,26.143790849673206,73.8562091503268,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11743,2012-05-09,2,1,5,11,0,3,1,2,0.62,0.6212,0.59,0.2985,45,156,201,2012,5,9,Wednesday,11,Summer,Berawan,22.388059701492537,77.61194029850746,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11744,2012-05-09,2,1,5,12,0,3,1,2,0.62,0.6212,0.57,0.2239,58,222,280,2012,5,9,Wednesday,12,Summer,Berawan,20.714285714285715,79.28571428571428,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11745,2012-05-09,2,1,5,13,0,3,1,2,0.64,0.6212,0.53,0.2537,50,216,266,2012,5,9,Wednesday,13,Summer,Berawan,18.796992481203006,81.203007518797,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11746,2012-05-09,2,1,5,14,0,3,1,2,0.64,0.6212,0.53,0.2537,68,175,243,2012,5,9,Wednesday,14,Summer,Berawan,27.983539094650205,72.0164609053498,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11747,2012-05-09,2,1,5,15,0,3,1,2,0.64,0.6212,0.53,0.1045,68,191,259,2012,5,9,Wednesday,15,Summer,Berawan,26.254826254826252,73.74517374517374,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11748,2012-05-09,2,1,5,16,0,3,1,2,0.66,0.6212,0.5,0.194,68,289,357,2012,5,9,Wednesday,16,Summer,Berawan,19.047619047619047,80.95238095238095,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11750,2012-05-09,2,1,5,18,0,3,1,3,0.52,0.5,0.77,0.5821,23,349,372,2012,5,9,Wednesday,18,Summer,Hujan Ringan,6.182795698924731,93.81720430107528,High,Registered Dominant,Bad Weather,High | Registered Dominant | Bad Weather,High,Rush Hour,Commute Time
11751,2012-05-09,2,1,5,19,0,3,1,3,0.5,0.4848,0.77,0.3582,2,96,98,2012,5,9,Wednesday,19,Summer,Hujan Ringan,2.0408163265306123,97.95918367346938,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Rush Hour,Commute Time
11752,2012-05-09,2,1,5,20,0,3,1,3,0.5,0.4848,0.82,0.2239,3,48,51,2012,5,9,Wednesday,20,Summer,Hujan Ringan,5.88235294117647,94.11764705882352,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11753,2012-05-09,2,1,5,21,0,3,1,3,0.5,0.4848,0.82,0.1642,4,30,34,2012,5,9,Wednesday,21,Summer,Hujan Ringan,11.76470588235294,88.23529411764706,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11754,2012-05-09,2,1,5,22,0,3,1,3,0.48,0.4697,0.82,0.1045,5,62,67,2012,5,9,Wednesday,22,Summer,Hujan Ringan,7.462686567164178,92.53731343283582,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11755,2012-05-09,2,1,5,23,0,3,1,3,0.48,0.4697,0.82,0.194,8,47,55,2012,5,9,Wednesday,23,Summer,Hujan Ringan,14.545454545454545,85.45454545454545,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11756,2012-05-10,2,1,5,0,0,4,1,3,0.5,0.4848,0.77,0.1642,2,31,33,2012,5,10,Thursday,0,Summer,Hujan Ringan,6.0606060606060606,93.93939393939394,Low,Registered Dominant,Bad Weather,Low | Registered Dominant | Bad Weather,Low,Non-Rush Hour,Off Time
11757,2012-05-10,2,1,5,1,0,4,1,2,0.48,0.4697,0.88,0.1343,2,9,11,2012,5,10,Thursday,1,Summer,Berawan,18.181818181818183,81.81818181818183,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11758,2012-05-10,2,1,5,2,0,4,1,2,0.48,0.4697,0.88,0.1045,0,3,3,2012,5,10,Thursday,2,Summer,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11759,2012-05-10,2,1,5,3,0,4,1,1,0.46,0.4545,0.88,0.2239,0,3,3,2012,5,10,Thursday,3,Summer,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11760,2012-05-10,2,1,5,4,0,4,1,1,0.46,0.4545,0.77,0.194,0,2,2,2012,5,10,Thursday,4,Summer,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11761,2012-05-10,2,1,5,5,0,4,1,1,0.46,0.4545,0.72,0.2985,1,23,24,2012,5,10,Thursday,5,Summer,Cerah,4.166666666666666,95.83333333333334,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
11762,2012-05-10,2,1,5,6,0,4,1,1,0.44,0.4394,0.72,0.2239,9,130,139,2012,5,10,Thursday,6,Summer,Cerah,6.474820143884892,93.5251798561151,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
11763,2012-05-10,2,1,5,7,0,4,1,1,0.44,0.4394,0.72,0.2985,8,393,401,2012,5,10,Thursday,7,Summer,Cerah,1.99501246882793,98.00498753117208,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11764,2012-05-10,2,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582,27,603,630,2012,5,10,Thursday,8,Summer,Cerah,4.285714285714286,95.71428571428572,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11765,2012-05-10,2,1,5,9,0,4,1,1,0.5,0.4848,0.59,0.4627,62,299,361,2012,5,10,Thursday,9,Summer,Cerah,17.174515235457065,82.82548476454294,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
11766,2012-05-10,2,1,5,10,0,4,1,1,0.5,0.4848,0.51,0.4179,42,112,154,2012,5,10,Thursday,10,Summer,Cerah,27.27272727272727,72.72727272727273,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
11767,2012-05-10,2,1,5,11,0,4,1,1,0.52,0.5,0.48,0.5224,77,179,256,2012,5,10,Thursday,11,Summer,Cerah,30.078125,69.921875,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11768,2012-05-10,2,1,5,12,0,4,1,1,0.52,0.5,0.48,0.4179,65,207,272,2012,5,10,Thursday,12,Summer,Cerah,23.897058823529413,76.10294117647058,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11769,2012-05-10,2,1,5,13,0,4,1,1,0.54,0.5152,0.39,0.4478,90,228,318,2012,5,10,Thursday,13,Summer,Cerah,28.30188679245283,71.69811320754717,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11770,2012-05-10,2,1,5,14,0,4,1,1,0.56,0.5303,0.37,0.4179,61,186,247,2012,5,10,Thursday,14,Summer,Cerah,24.696356275303643,75.30364372469636,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11771,2012-05-10,2,1,5,15,0,4,1,1,0.54,0.5152,0.37,0.3881,79,192,271,2012,5,10,Thursday,15,Summer,Cerah,29.15129151291513,70.84870848708486,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
11772,2012-05-10,2,1,5,16,0,4,1,1,0.58,0.5455,0.3,0.4627,87,334,421,2012,5,10,Thursday,16,Summer,Cerah,20.665083135391924,79.33491686460808,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
